id,grid_code,geometry_wkt,ocean_fraction,orbit_state,datetime,product_type
BIO_S1_SCS__1S_20251122T202616_20251122T202630_T_G01_M01_C01_T028_F032_01_DJY9M0,WRS-28-32,"POLYGON ((134.63268 36.090473, 133.96378 35.9452, 134.24953 35.068493, 134.91078 35.21235, 134.63268 36.090473))",0.477662916089446,ascending,2025-11-22T20:26:16.241Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T203332_20251122T203353_T_G01_M01_C01_T028_F055_01_DJYAPQ,WRS-28-55,"POLYGON ((121.05378 62.176937, 119.93096 61.941437, 121.01746 60.767727, 122.10362 60.99508, 121.05378 62.176937))",0.0,ascending,2025-11-22T20:33:32.530Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T203235_20251122T203256_T_G01_M01_C01_T028_F052_01_DJYAPI,WRS-28-52,"POLYGON ((123.781204 58.921726, 122.75855 58.708168, 123.66139 57.51522, 124.65279 57.72226, 123.781204 58.921726))",1.1102230246251565e-16,ascending,2025-11-22T20:32:35.635Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T203119_20251122T203140_T_G01_M01_C01_T028_F048_01_DJYARP,WRS-28-48,"POLYGON ((126.73318 54.512123, 125.81561 54.320057, 126.54494 53.10882, 127.43725 53.295914, 126.73318 54.512123))",2.220446049250313e-16,ascending,2025-11-22T20:31:19.769Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T203023_20251122T203043_T_G01_M01_C01_T028_F045_01_DO1YB1,WRS-28-45,"POLYGON ((128.5833 51.155563, 127.73188 50.976376, 128.35745 49.778717, 129.18452 49.953175, 128.5833 51.155563))",0.0,ascending,2025-11-22T20:30:23.063Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T203254_20251122T203315_T_G01_M01_C01_T028_F053_01_DO1YOD,WRS-28-53,"POLYGON ((122.921814 59.99795, 121.86836 59.777626, 122.79177 58.6094, 123.821594 58.824802, 122.921814 59.99795))",-2.220446049250313e-16,ascending,2025-11-22T20:32:54.797Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T203041_20251122T203102_T_G01_M01_C01_T028_F046_01_DJYAQ1,WRS-28-46,"POLYGON ((127.99643 52.286114, 127.12338 52.10279, 127.78697 50.88454, 128.63733 51.063484, 127.99643 52.286114))",0.0,ascending,2025-11-22T20:30:41.835Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T203313_20251122T203334_T_G01_M01_C01_T028_F054_01_DNGYEF,WRS-28-54,"POLYGON ((122.01898 61.08398, 120.94722 60.859634, 121.93714 59.69911, 122.98998 59.919254, 122.01898 61.08398))",0.0,ascending,2025-11-22T20:33:13.761Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T203654_20251122T203721_T_G01_M01_C01_T028_F066_01_DJYARZ,WRS-28-66,"POLYGON ((103.33819 73.31821, 101.81208 72.9506, 105.24515 71.648094, 106.72385 71.99067, 103.33819 73.31821))",0.0,ascending,2025-11-22T20:36:54.874Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T203720_20251122T203740_T_G01_M01_C01_T028_F067_01_DJYASD,WRS-28-67,"POLYGON ((100.62819 74.21116, 99.08625 73.82614, 102.0469 72.865036, 103.56222 73.22916, 100.62819 74.21116))",0.0,ascending,2025-11-22T20:37:20.092Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T203351_20251122T203412_T_G01_M01_C01_T028_F056_01_DJYAZF,WRS-28-56,"POLYGON ((120.01176 63.248093, 118.85595 63.004883, 120.017784 61.839104, 121.135185 62.073536, 120.01176 63.248093))",2.220446049250313e-16,ascending,2025-11-22T20:33:51.495Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T203739_20251122T203759_T_G01_M01_C01_T028_F068_01_DO1YN4,WRS-28-68,"POLYGON ((97.64668 75.05899, 96.08918 74.65233, 99.31344 73.75159, 100.84934 74.13409, 97.64668 75.05899))",0.0,ascending,2025-11-22T20:37:39.250Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T210606_20251122T210627_T_G01_M01_C01_T028_F158_01_DKLZ2Q,WRS-28-158,"POLYGON ((-44.880836 -4.05063, -44.330147 -4.165643, -44.064217 -2.90207, -44.6131 -2.786793, -44.880836 -4.05063))",0.05836062501503625,descending,2025-11-22T21:06:06.696Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T203429_20251122T203450_T_G01_M01_C01_T028_F058_01_DJYAXP,WRS-28-58,"POLYGON ((117.69187 65.3668, 116.4662 65.106384, 117.80592 63.959507, 118.98979 64.2097, 117.69187 65.3668))",0.0,ascending,2025-11-22T20:34:29.424Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T203507_20251122T203527_T_G01_M01_C01_T028_F060_01_DO1YC6,WRS-28-60,"POLYGON ((114.9892 67.43321, 113.68697 67.1521, 115.22524 66.051476, 116.483475 66.32075, 114.9892 67.43321))",0.0,ascending,2025-11-22T20:35:07.547Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T210549_20251122T210608_T_G01_M01_C01_T028_F157_01_DKLXME,WRS-28-157,"POLYGON ((-44.636658 -2.894776, -44.08867 -3.009812, -43.847683 -1.867152, -44.394306 -1.751849, -44.636658 -2.894776))",0.7344589261089789,descending,2025-11-22T21:05:49.684Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T212314_20251122T212334_T_G01_M01_C01_T028_F212_01_DJYIKS,WRS-28-212,"POLYGON ((-63.408215 -65.91656, -62.427025 -66.03009, -61.615852 -64.80786, -62.552197 -64.698456, -63.408215 -65.91656))",0.03128107158424642,descending,2025-11-22T21:23:14.077Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T212352_20251122T212412_T_G01_M01_C01_T028_F214_01_DNRKSV,WRS-28-214,"POLYGON ((-65.0602 -68.13417, -64.05445 -68.248314, -63.12867 -67.05581, -64.13336 -66.94072, -65.0602 -68.13417))",0.98856710481094,descending,2025-11-22T21:23:52.366Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T211305_20251122T211325_T_G01_M01_C01_T028_F180_01_DNRK3D,WRS-28-180,"POLYGON ((-50.26014 -29.451836, -49.63291 -29.560581, -49.344395 -28.327343, -49.954906 -28.220285, -50.26014 -29.451836))",0.06984114002135156,descending,2025-11-22T21:13:05.149Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T212333_20251122T212353_T_G01_M01_C01_T028_F213_01_DKLXJ6,WRS-28-213,"POLYGON ((-64.23139 -67.02983, -63.21856 -67.14595, -62.345345 -65.926926, -63.31011 -65.81532, -64.23139 -67.02983))",0.5656751643282658,descending,2025-11-22T21:23:33.123Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T211208_20251122T211228_T_G01_M01_C01_T028_F177_01_DNRK6Z,WRS-28-177,"POLYGON ((-49.485638 -25.9944, -48.87837 -26.103264, -48.593014 -24.869602, -49.214912 -24.756916, -49.485638 -25.9944))",0.00039441659295602616,descending,2025-11-22T21:12:08.089Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T212449_20251122T212509_T_G01_M01_C01_T028_F217_01_DNRL4D,WRS-28-217,"POLYGON ((-68.314865 -71.42802, -67.07986 -71.56552, -65.80557 -70.394264, -66.97918 -70.263504, -68.314865 -71.42802))",0.19070611694145556,descending,2025-11-22T21:24:49.508Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T212411_20251122T212431_T_G01_M01_C01_T028_F215_01_DNRKUZ,WRS-28-215,"POLYGON ((-66.0144 -69.24124, -64.88584 -69.367874, -63.970623 -68.16963, -65.017624 -68.05074, -66.0144 -69.24124))",0.39090228444547925,descending,2025-11-22T21:24:11.414Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T212255_20251122T212315_T_G01_M01_C01_T028_F211_01_DNRKSW,WRS-28-211,"POLYGON ((-62.63021 -64.78928, -61.68629 -64.89959, -60.94991 -63.698326, -61.85335 -63.591633, -62.63021 -64.78928))",0.7944380369283773,descending,2025-11-22T21:22:55.251Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T212819_20251122T212845_T_G01_M01_C01_T028_F228_01_DNRKXC,WRS-28-228,"POLYGON ((-102.43541 -82.626724, -100.42276 -82.929085, -91.85398 -81.78418, -93.879135 -81.52052, -102.43541 -82.626724))",0.0,descending,2025-11-22T21:28:19.056Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T215303_20251122T215324_T_G01_M01_C01_T028_F306_01_DNRKP5,WRS-28-306,"POLYGON ((120.082756 -5.012868, 119.53444 -5.126784, 119.794365 -6.366297, 120.34987 -6.251612, 120.082756 -5.012868))",0.5611932978480411,ascending,2025-11-22T21:53:03.763Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T215322_20251122T215343_T_G01_M01_C01_T028_F307_01_DNHN7M,WRS-28-307,"POLYGON ((119.84457 -3.855828, 119.2936 -3.97093, 119.55352 -5.210587, 120.098694 -5.097371, 119.84457 -3.855828))",0.2635991683838924,ascending,2025-11-22T21:53:22.768Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T215341_20251122T215402_T_G01_M01_C01_T028_F308_01_DJYIXS,WRS-28-308,"POLYGON ((119.60118 -2.687426, 119.0505 -2.803085, 119.31616 -4.066616, 119.86855 -3.951266, 119.60118 -2.687426))",0.2078259164136762,ascending,2025-11-22T21:53:41.574Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T215206_20251122T215227_T_G01_M01_C01_T028_F303_01_DNRKWI,WRS-28-303,"POLYGON ((120.7996 -8.482537, 120.24594 -8.595454, 120.508125 -9.834118, 121.077934 -9.718732, 120.7996 -8.482537))",0.7513477707734121,ascending,2025-11-22T21:52:06.746Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T215225_20251122T215246_T_G01_M01_C01_T028_F304_01_DNRKWE,WRS-28-304,"POLYGON ((120.573044 -7.323501, 120.01436 -7.438188, 120.26319 -8.679681, 120.81392 -8.567416, 120.573044 -7.323501))",0.7186751278710937,ascending,2025-11-22T21:52:25.753Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T214544_20251122T214604_T_G01_M01_C01_T028_F283_01_DJYICK,WRS-28-283,"POLYGON ((125.89333 -31.671778, 125.28681 -31.77464, 125.58173 -33.006638, 126.19897 -32.90323, 125.89333 -31.671778))",0.4537725818722509,ascending,2025-11-22T21:45:44.416Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T215438_20251122T215459_T_G01_M01_C01_T029_F001_01_DNRL96,WRS-29-1,"POLYGON ((118.87011 0.768691, 118.322395 0.652019, 118.58551 -0.587659, 119.13399 -0.471383, 118.87011 0.768691))",1.0,ascending,2025-11-22T21:54:38.775Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T215400_20251122T215421_T_G01_M01_C01_T028_F309_01_DJYIXS,WRS-28-309,"POLYGON ((119.35773 -1.531279, 118.80845 -1.647221, 119.07478 -2.910768, 119.625465 -2.795165, 119.35773 -1.531279))",0.42586152172674974,ascending,2025-11-22T21:54:00.577Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T215419_20251122T215440_T_G01_M01_C01_T028_F310_01_DNRKP8,WRS-28-310,"POLYGON ((119.11505 -0.387462, 118.56718 -0.50365, 118.82927 -1.743318, 119.37779 -1.627582, 119.11505 -0.387462))",0.9863912612068872,ascending,2025-11-22T21:54:19.773Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T215516_20251122T215537_T_G01_M01_C01_T029_F003_01_DJYJ2F,WRS-29-3,"POLYGON ((118.37603 3.092693, 117.82877 2.975169, 118.09926 1.711739, 118.6467 1.8288, 118.37603 3.092693))",0.9744171397470681,ascending,2025-11-22T21:55:16.576Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T215535_20251122T215556_T_G01_M01_C01_T029_F004_01_DNRLAS,WRS-29-4,"POLYGON ((118.12935 4.236106, 117.58252 4.118251, 117.84926 2.878869, 118.396 2.996246, 118.12935 4.236106))",0.9313228197162375,ascending,2025-11-22T21:55:35.769Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T215457_20251122T215518_T_G01_M01_C01_T029_F002_01_DNRL92,WRS-29-2,"POLYGON ((118.62435 1.924571, 118.07727 1.807547, 118.34143 0.567979, 118.88896 0.684575, 118.62435 1.924571))",0.511174970303939,ascending,2025-11-22T21:54:57.774Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T220446_20251122T220506_T_G01_M01_C01_T029_F033_01_DO2NKT,WRS-29-33,"POLYGON ((109.57205 37.584057, 108.885956 37.435318, 109.30351 36.21482, 109.97411 36.360527, 109.57205 37.584057))",0.0,ascending,2025-11-22T22:04:46.337Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T220524_20251122T220544_T_G01_M01_C01_T029_F035_01_DJYFFB,WRS-29-35,"POLYGON ((108.81713 39.879223, 108.11209 39.72732, 108.55531 38.48468, 109.2475 38.634216, 108.81713 39.879223))",0.0,ascending,2025-11-22T22:05:24.089Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T220427_20251122T220447_T_G01_M01_C01_T029_F032_01_DO2N1R,WRS-29-32,"POLYGON ((109.94624 36.44376, 109.27768 36.298523, 109.68711 35.077305, 110.352356 35.222084, 109.94624 36.44376))",1.1102230246251565e-16,ascending,2025-11-22T22:04:27.363Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T220718_20251122T220738_T_G01_M01_C01_T029_F041_01_DO2N15,WRS-29-41,"POLYGON ((106.12889 46.655678, 105.34273 46.48848, 105.8806 45.28181, 106.646736 45.44514, 106.12889 46.655678))",-2.220446049250313e-16,ascending,2025-11-22T22:07:18.118Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T220505_20251122T220525_T_G01_M01_C01_T029_F034_01_DO2N2B,WRS-29-34,"POLYGON ((109.184456 38.72259, 108.49276 38.57299, 108.91299 37.351864, 109.59803 37.500412, 109.184456 38.72259))",0.0,ascending,2025-11-22T22:05:05.311Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T220621_20251122T220641_T_G01_M01_C01_T029_F038_01_DJYF6J,WRS-29-38,"POLYGON ((107.5564 43.284668, 106.81296 43.125683, 107.29945 41.888035, 108.02786 42.044247, 107.5564 43.284668))",0.0,ascending,2025-11-22T22:06:21.008Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T221337_20251122T221357_T_G01_M01_C01_T029_F061_01_DO2IPN,WRS-29-61,"POLYGON ((88.94386 68.461044, 87.5787 68.16347, 89.2371 67.0747, 90.56202 67.36053, 88.94386 68.461044))",0.0,ascending,2025-11-22T22:13:37.453Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T221415_20251122T221435_T_G01_M01_C01_T029_F063_01_DO2IP2,WRS-29-63,"POLYGON ((85.456276 70.46022, 84.018295 70.13773, 85.999306 69.08557, 87.3918 69.39283, 85.456276 70.46022))",-2.220446049250313e-16,ascending,2025-11-22T22:14:15.381Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T221434_20251122T221454_T_G01_M01_C01_T029_F064_01_DK4EJ9,WRS-29-64,"POLYGON ((83.44102 71.444084, 82.11589 71.14226, 84.32355 70.08992, 85.60834 70.37671, 83.44102 71.444084))",0.27244213554955565,ascending,2025-11-22T22:14:34.147Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T221512_20251122T221527_T_G01_M01_C01_T029_F066_01_DO2IM2,WRS-29-66,"POLYGON ((79.486084 73.06852, 77.95195 72.70202, 79.90999 71.96158, 81.41738 72.31377, 79.486084 73.06852))",0.7240997461486895,ascending,2025-11-22T22:15:12.269Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T221356_20251122T221416_T_G01_M01_C01_T029_F062_01_DK4EJ9,WRS-29-62,"POLYGON ((87.26475 69.48001, 86.005684 69.20298, 87.849174 68.10984, 89.06605 68.37406, 87.26475 69.48001))",-2.220446049250313e-16,ascending,2025-11-22T22:13:56.220Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T224204_20251122T224225_T_G01_M01_C01_T029_F151_01_DK4591,WRS-29-151,"POLYGON ((-67.70642 4.040968, -67.161125 3.92361, -66.88794 5.186891, -67.43359 5.30474, -67.70642 4.040968))",0.0,descending,2025-11-22T22:42:04.650Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T224126_20251122T224147_T_G01_M01_C01_T029_F149_01_DNRM3M,WRS-29-149,"POLYGON ((-67.20262 6.363829, -66.64701 6.243501, -66.381065 7.4997, -66.92906 7.618724, -67.20262 6.363829))",0.0,descending,2025-11-22T22:41:26.607Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T224223_20251122T224244_T_G01_M01_C01_T029_F152_01_DK454W,WRS-29-152,"POLYGON ((-67.954765 2.885263, -67.4095 2.768321, -67.13781 4.03173, -67.68312 4.149129, -67.954765 2.885263))",0.0,descending,2025-11-22T22:42:23.646Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T224242_20251122T224303_T_G01_M01_C01_T029_F153_01_DK458J,WRS-29-153,"POLYGON ((-68.2022 1.729436, -67.656685 1.61288, -67.38632 2.87639, -67.93158 2.993369, -68.2022 1.729436))",0.0,descending,2025-11-22T22:42:42.643Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T230649_20251122T230703_T_G01_M01_C01_T029_F229_01_DNRM2U,WRS-29-229,"POLYGON ((-129.83029 -82.86075, -127.83845 -83.18005, -122.401115 -82.60584, -124.453705 -82.31047, -129.83029 -82.86075))",0.0,descending,2025-11-22T23:06:49.064Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T230610_20251122T230631_T_G01_M01_C01_T029_F227_01_DK428W,WRS-29-227,"POLYGON ((-119.09961 -81.5591, -117.045296 -81.831184, -111.749725 -80.84887, -113.73049 -80.60415, -119.09961 -81.5591))",0.0,descending,2025-11-22T23:06:10.765Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T230435_20251122T230456_T_G01_M01_C01_T029_F222_01_DNRM7U,WRS-29-222,"POLYGON ((-101.14911 -76.77283, -99.55204 -76.95085, -97.40416 -75.8172, -98.91718 -75.649506, -101.14911 -76.77283))",2.220446049250313e-16,descending,2025-11-22T23:04:35.711Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T230338_20251122T230359_T_G01_M01_C01_T029_F219_01_DK3TLD,WRS-29-219,"POLYGON ((-95.64545 -73.60369, -94.28871 -73.754074, -92.7617 -72.56806, -94.037575 -72.42652, -95.64545 -73.60369))",0.6273907998346665,descending,2025-11-22T23:03:38.366Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T230357_20251122T230418_T_G01_M01_C01_T029_F220_01_DNRMD9,WRS-29-220,"POLYGON ((-97.19339 -74.67001, -95.7805 -74.82616, -94.05276 -73.676346, -95.45184 -73.52206, -97.19339 -74.67001))",1.1102230246251565e-16,descending,2025-11-22T23:03:57.612Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T230140_20251122T230204_T_G01_M01_C01_T029_F213_01_DNRMBU,WRS-29-213,"POLYGON ((-88.7656 -67.018654, -87.75686 -67.13431, -86.76843 -65.74535, -87.72296 -65.63478, -88.7656 -67.018654))",1.0,descending,2025-11-22T23:01:40.985Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T230222_20251122T230242_T_G01_M01_C01_T029_F215_01_DNRMC0,WRS-29-215,"POLYGON ((-90.62822 -69.23333, -89.52766 -69.35746, -88.520584 -68.16916, -89.56582 -68.05045, -90.62822 -69.23333))",1.0,descending,2025-11-22T23:02:22.370Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T230416_20251122T230437_T_G01_M01_C01_T029_F221_01_DNRM8N,WRS-29-221,"POLYGON ((-99.08061 -75.72361, -97.55657 -75.892746, -95.63697 -74.75056, -97.038124 -74.59595, -99.08061 -75.72361))",2.220446049250313e-16,descending,2025-11-22T23:04:16.660Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T202816_20251122T202830_T_G01_M01_C01_T028_F038_01_DO1Y7A,WRS-28-38,"POLYGON ((132.09761 43.271168, 131.36357 43.114143, 131.6956 42.280037, 132.42097 42.435486, 132.09761 43.271168))",0.9020242268657194,ascending,2025-11-22T20:28:16.637Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T201530_20251122T201543_T_G01_M01_C01_T027_F308_01_DNRGX8,WRS-27-308,"POLYGON ((144.24219 -3.16445, 143.69263 -3.279631, 143.85542 -4.055309, 144.40604 -3.940318, 144.24219 -3.16445))",0.7005430068204788,ascending,2025-11-22T20:15:30.874Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T202945_20251122T203005_T_G01_M01_C01_T028_F043_01_DO1YBQ,WRS-28-43,"POLYGON ((129.68819 48.913486, 128.8691 48.740353, 129.44148 47.536644, 130.24234 47.706364, 129.68819 48.913486))",0.0,ascending,2025-11-22T20:29:45.125Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T202557_20251122T202618_T_G01_M01_C01_T028_F031_01_DJY9M5,WRS-28-31,"POLYGON ((134.8788 35.31968, 134.21591 35.175507, 134.61385 33.92754, 135.26633 34.06978, 134.8788 35.31968))",0.4608411317755762,ascending,2025-11-22T20:25:57.265Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T202848_20251122T202908_T_G01_M01_C01_T028_F040_01_DO1Y90,WRS-28-40,"POLYGON ((131.1838 45.53321, 130.41798 45.37017, 130.91968 44.157646, 131.681 44.32021, 131.1838 45.53321))",0.0,ascending,2025-11-22T20:28:48.216Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T202907_20251122T202927_T_G01_M01_C01_T028_F041_01_DO1YB1,WRS-28-41,"POLYGON ((130.70316 46.661827, 129.926 46.4968, 130.44997 45.287148, 131.2159 45.450264, 130.70316 46.661827))",0.0,ascending,2025-11-22T20:29:07.187Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T201007_20251122T201028_T_G01_M01_C01_T027_F291_01_DJYC5Q,WRS-27-291,"POLYGON ((148.30338 -22.325035, 147.70131 -22.436338, 147.97765 -23.69627, 148.58745 -23.584732, 148.30338 -22.325035))",0.0,ascending,2025-11-22T20:10:07.518Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T201433_20251122T201454_T_G01_M01_C01_T027_F305_01_DNRHC2,WRS-27-305,"POLYGON ((144.82632 -6.177782, 144.29767 -6.286959, 144.57683 -7.522399, 145.134 -7.408067, 144.82632 -6.177782))",0.0,ascending,2025-11-22T20:14:33.865Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T202829_20251122T202849_T_G01_M01_C01_T028_F039_01_DO1Y7W,WRS-28-39,"POLYGON ((131.64731 44.40285, 130.89401 44.24207, 131.39609 43.03152, 132.13147 43.18886, 131.64731 44.40285))",0.03856701288699338,ascending,2025-11-22T20:28:29.247Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T201511_20251122T201532_T_G01_M01_C01_T027_F307_01_DNRGXW,WRS-27-307,"POLYGON ((144.38647 -3.856554, 143.83545 -3.971675, 144.08524 -5.213421, 144.63904 -5.098422, 144.38647 -3.856554))",1.1102230246251565e-16,ascending,2025-11-22T20:15:11.871Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T210838_20251122T210859_T_G01_M01_C01_T028_F166_01_DNRKT8,WRS-28-166,"POLYGON ((-46.79023 -13.290903, -46.20872 -13.406215, -45.951996 -12.166703, -46.52381 -12.052405, -46.79023 -13.290903))",1.1102230246251565e-16,descending,2025-11-22T21:08:38.933Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T210819_20251122T210840_T_G01_M01_C01_T028_F165_01_DK4Y0D,WRS-28-165,"POLYGON ((-46.560455 -12.145381, -45.991714 -12.25904, -45.7262 -10.99629, -46.29084 -10.882578, -46.560455 -12.145381))",0.0,descending,2025-11-22T21:08:19.731Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T210625_20251122T210646_T_G01_M01_C01_T028_F159_01_DKLZ39,WRS-28-159,"POLYGON ((-45.123993 -5.206728, -44.569695 -5.321868, -44.30422 -4.058284, -44.85638 -3.942909, -45.123993 -5.206728))",-2.220446049250313e-16,descending,2025-11-22T21:06:25.699Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T210857_20251122T210918_T_G01_M01_C01_T028_F167_01_DNGWE0,WRS-28-167,"POLYGON ((-47.03189 -14.446709, -46.469418 -14.55741, -46.207794 -13.318923, -46.7636 -13.208638, -47.03189 -14.446709))",0.0,descending,2025-11-22T21:08:57.944Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T210741_20251122T210802_T_G01_M01_C01_T028_F163_01_DNRL88,WRS-28-163,"POLYGON ((-46.07133 -9.822471, -45.50898 -9.936438, -45.25041 -8.696936, -45.81136 -8.582454, -46.07133 -9.822471))",-2.220446049250313e-16,descending,2025-11-22T21:07:41.913Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T210644_20251122T210705_T_G01_M01_C01_T028_F160_01_DNRKFQ,WRS-28-160,"POLYGON ((-45.356236 -6.352326, -44.79851 -6.467519, -44.543034 -5.22699, -45.097942 -5.111674, -45.356236 -6.352326))",1.1102230246251565e-16,descending,2025-11-22T21:06:44.898Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T210722_20251122T210743_T_G01_M01_C01_T028_F162_01_DJYIUW,WRS-28-162,"POLYGON ((-45.84417 -8.676016, -45.283184 -8.790467, -45.0183 -7.52723, -45.57618 -7.412637, -45.84417 -8.676016))",-2.220446049250313e-16,descending,2025-11-22T21:07:22.711Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T210935_20251122T210956_T_G01_M01_C01_T028_F169_01_DNRKT8,WRS-28-169,"POLYGON ((-47.50101 -16.760555, -46.924557 -16.872133, -46.663837 -15.63368, -47.235188 -15.522109, -47.50101 -16.760555))",1.1102230246251565e-16,descending,2025-11-22T21:09:35.965Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T211111_20251122T211131_T_G01_M01_C01_T028_F174_01_DNRKBJ,WRS-28-174,"POLYGON ((-48.73336 -22.533089, -48.133804 -22.643923, -47.86219 -21.40779, -48.456104 -21.296885, -48.73336 -22.533089))",0.0,descending,2025-11-22T21:11:11.033Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T211013_20251122T211034_T_G01_M01_C01_T028_F171_01_DNRKB4,WRS-28-171,"POLYGON ((-47.992226 -19.069927, -47.398712 -19.182793, -47.13586 -17.944904, -47.718876 -17.83299, -47.992226 -19.069927))",-2.220446049250313e-16,descending,2025-11-22T21:10:13.990Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T211226_20251122T211247_T_G01_M01_C01_T028_F178_01_DKLZ94,WRS-28-178,"POLYGON ((-49.76635 -27.155157, -49.13036 -27.267948, -48.84638 -26.009317, -49.473053 -25.89691, -49.76635 -27.155157))",-2.220446049250313e-16,descending,2025-11-22T21:12:26.911Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T211033_20251122T211053_T_G01_M01_C01_T028_F172_01_DNRK7G,WRS-28-172,"POLYGON ((-48.24318 -20.223612, -47.6445 -20.336428, -47.37724 -19.099415, -47.962624 -18.988047, -48.24318 -20.223612))",0.0,descending,2025-11-22T21:10:33.004Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T210916_20251122T210937_T_G01_M01_C01_T028_F168_01_DNRKUS,WRS-28-168,"POLYGON ((-47.26035 -15.604838, -46.68442 -15.717246, -46.42775 -14.477926, -47.0052 -14.364245, -47.26035 -15.604838))",0.0,descending,2025-11-22T21:09:16.954Z,S1_SCS__1S
BIO_S1_SCS__1S_20251122T212800_20251122T212820_T_G01_M01_C01_T028_F227_01_DNRKX1,WRS-28-227,"POLYGON ((-94.28705 -81.57968, -92.25898 -81.845406, -87.097595 -80.87616, -89.05449 -80.636185, -94.28705 -81.57968))",0.0,descending,2025-11-22T21:28:00.004Z,S1_SCS__1S
